model,modality,value,function_name,patch_attention,patch_ffn,attn_fn,ffn_fn,attn_exp_dim,attn_max_exp,attn_min_exp,attn_window_size,attn_lut_build,ffn_exp_dim,ffn_max_pos_exp,ffn_min_pos_exp,ffn_lut_build,ffn_window_size,attn_segments,attn_segment_0,ffn_segments,ffn_segment_0,attn_degree_center,attn_degrees
meta-llama/Llama-3.1-8B,nlp,7.67441942451314,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-4.0,5.0
meta-llama/Llama-3.1-8B,nlp,7.559626138095538,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-4.0,6.0
meta-llama/Llama-3.1-8B,nlp,7.545062104672167,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-4.0,7.0
meta-llama/Llama-3.1-8B,nlp,7.535195212751451,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-4.0,8.0
meta-llama/Llama-3.1-8B,nlp,7.50451270091331,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-4.0,9.0
meta-llama/Llama-3.1-8B,nlp,7.5009881038521,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-4.0,10.0
meta-llama/Llama-3.1-8B,nlp,7.89217383155932,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-3.0,5.0
meta-llama/Llama-3.1-8B,nlp,7.705929943359,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-3.0,6.0
meta-llama/Llama-3.1-8B,nlp,7.679435376353839,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-3.0,7.0
meta-llama/Llama-3.1-8B,nlp,7.61078244058485,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-3.0,8.0
meta-llama/Llama-3.1-8B,nlp,7.588283427341074,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-3.0,9.0
meta-llama/Llama-3.1-8B,nlp,7.555465644954645,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-3.0,10.0
meta-llama/Llama-3.1-8B,nlp,8.24853624049739,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-2.0,5.0
meta-llama/Llama-3.1-8B,nlp,8.0500398330505,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-2.0,6.0
meta-llama/Llama-3.1-8B,nlp,7.977941650935589,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-2.0,7.0
meta-llama/Llama-3.1-8B,nlp,7.748626123289318,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-2.0,8.0
meta-llama/Llama-3.1-8B,nlp,7.784451391442979,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-2.0,9.0
meta-llama/Llama-3.1-8B,nlp,7.642282838491212,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-2.0,10.0
meta-llama/Llama-3.1-8B,nlp,2161.755679996429,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-1.0,5.0
meta-llama/Llama-3.1-8B,nlp,2161.755679996429,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-1.0,6.0
meta-llama/Llama-3.1-8B,nlp,2161.755679996429,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-1.0,7.0
meta-llama/Llama-3.1-8B,nlp,2161.755679996429,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-1.0,8.0
meta-llama/Llama-3.1-8B,nlp,2161.755679996429,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-1.0,9.0
meta-llama/Llama-3.1-8B,nlp,2161.755679996429,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,-1.0,10.0
meta-llama/Llama-3.1-8B,nlp,2141.1463384596013,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,0.0,5.0
meta-llama/Llama-3.1-8B,nlp,2141.1463384596013,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,0.0,6.0
meta-llama/Llama-3.1-8B,nlp,2141.1463384596013,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,0.0,7.0
meta-llama/Llama-3.1-8B,nlp,2141.1463384596013,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,0.0,8.0
meta-llama/Llama-3.1-8B,nlp,2141.1463384596013,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,0.0,9.0
meta-llama/Llama-3.1-8B,nlp,2141.1463384596013,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,0.0,10.0
meta-llama/Llama-3.1-8B,nlp,21387.55131942765,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,1.0,5.0
meta-llama/Llama-3.1-8B,nlp,2110.20488618036,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,1.0,6.0
meta-llama/Llama-3.1-8B,nlp,21355.027945967275,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,1.0,7.0
meta-llama/Llama-3.1-8B,nlp,2110.20488618036,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,1.0,8.0
meta-llama/Llama-3.1-8B,nlp,21355.027945967275,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,1.0,9.0
meta-llama/Llama-3.1-8B,nlp,2110.20488618036,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,1.0,10.0
meta-llama/Llama-3.1-8B,nlp,21347.775918717874,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,2.0,5.0
meta-llama/Llama-3.1-8B,nlp,2151.085791702055,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,2.0,6.0
meta-llama/Llama-3.1-8B,nlp,20824.322511638395,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,2.0,7.0
meta-llama/Llama-3.1-8B,nlp,2091.767407234604,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,2.0,8.0
meta-llama/Llama-3.1-8B,nlp,20759.00954204073,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,2.0,9.0
meta-llama/Llama-3.1-8B,nlp,2105.636750544063,taylor,True,False,TaylorSoftmax,CustomSilu,,,,,,,,,,,,,,,2.0,10.0
meta-llama/Llama-3.1-8B,nlp,8.389996973083079,pwl_mobilenet,False,True,CustomSoftmax,PWLMobilenet,,,,,,,,,,,,,,,,
meta-llama/Llama-3.1-8B,nlp,8.389996973083079,pwl_mobilenet,False,True,CustomSoftmax,PWLMobilenet,,,,,,,,,,,,,,,,
